State,State Code,Year,Year Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
Illinois,17,2010,2010,Other and unspecified narcotics,T40.6,16,12830632,Unreliable
Illinois,17,2011,2011,Heroin,T40.1,18,12869257,Unreliable
Illinois,17,2011,2011,Other opioids,T40.2,63,12869257,0.5
Illinois,17,2011,2011,Methadone,T40.3,23,12869257,0.2
Illinois,17,2011,2011,Other synthetic narcotics,T40.4,20,12869257,0.2
Illinois,17,2011,2011,Other and unspecified narcotics,T40.6,23,12869257,0.2
Illinois,17,2012,2012,Heroin,T40.1,33,12875255,0.3
Illinois,17,2012,2012,Other opioids,T40.2,70,12875255,0.5
Illinois,17,2012,2012,Methadone,T40.3,32,12875255,0.2
Illinois,17,2012,2012,Other synthetic narcotics,T40.4,15,12875255,Unreliable
Illinois,17,2012,2012,Other and unspecified narcotics,T40.6,38,12875255,0.3
Illinois,17,2013,2013,Heroin,T40.1,47,12882135,0.4
Illinois,17,2013,2013,Other opioids,T40.2,56,12882135,0.4
Illinois,17,2013,2013,Methadone,T40.3,26,12882135,0.2
Illinois,17,2013,2013,Other synthetic narcotics,T40.4,22,12882135,0.2
Illinois,17,2013,2013,Other and unspecified narcotics,T40.6,30,12882135,0.2
Illinois,17,2014,2014,Heroin,T40.1,90,12880580,0.7
Illinois,17,2014,2014,Other opioids,T40.2,121,12880580,0.9
Illinois,17,2014,2014,Methadone,T40.3,46,12880580,0.4
Illinois,17,2014,2014,Other synthetic narcotics,T40.4,34,12880580,0.3
Illinois,17,2014,2014,Other and unspecified narcotics,T40.6,25,12880580,0.2
Illinois,17,2015,2015,Heroin,T40.1,125,12859995,1
Illinois,17,2015,2015,Other opioids,T40.2,125,12859995,1
Illinois,17,2015,2015,Methadone,T40.3,37,12859995,0.3
Illinois,17,2015,2015,Other synthetic narcotics,T40.4,79,12859995,0.6
Illinois,17,2015,2015,Other and unspecified narcotics,T40.6,29,12859995,0.2
Illinois,17,2016,2016,Heroin,T40.1,204,12801539,1.6
Illinois,17,2016,2016,Other opioids,T40.2,195,12801539,1.5
Illinois,17,2016,2016,Methadone,T40.3,56,12801539,0.4
Illinois,17,2016,2016,Other synthetic narcotics,T40.4,232,12801539,1.8
Illinois,17,2016,2016,Other and unspecified narcotics,T40.6,36,12801539,0.3
Illinois,17,2017,2017,Heroin,T40.1,394,12802023,3.1
Illinois,17,2017,2017,Other opioids,T40.2,286,12802023,2.2
Illinois,17,2017,2017,Methadone,T40.3,86,12802023,0.7
Illinois,17,2017,2017,Other synthetic narcotics,T40.4,434,12802023,3.4
Illinois,17,2017,2017,Other and unspecified narcotics,T40.6,29,12802023,0.2
Illinois,17,2018,2018,Heroin,T40.1,376,12741080,3
Illinois,17,2018,2018,Other opioids,T40.2,231,12741080,1.8
Illinois,17,2018,2018,Methadone,T40.3,96,12741080,0.8
Illinois,17,2018,2018,Other synthetic narcotics,T40.4,551,12741080,4.3
Illinois,17,2018,2018,Other and unspecified narcotics,T40.6,15,12741080,Unreliable
Indiana,18,2003,2003,Other opioids,T40.2,13,6196638,Unreliable
Indiana,18,2004,2004,Other opioids,T40.2,13,6233007,Unreliable
Indiana,18,2004,2004,Methadone,T40.3,10,6233007,Unreliable
Indiana,18,2005,2005,Other opioids,T40.2,14,6278616,Unreliable
Indiana,18,2005,2005,Other synthetic narcotics,T40.4,10,6278616,Unreliable
Indiana,18,2006,2006,Other opioids,T40.2,12,6332669,Unreliable
Indiana,18,2006,2006,Methadone,T40.3,11,6332669,Unreliable
Indiana,18,2006,2006,Other synthetic narcotics,T40.4,10,6332669,Unreliable
Indiana,18,2007,2007,Other opioids,T40.2,21,6379599,0.3
Indiana,18,2007,2007,Methadone,T40.3,19,6379599,Unreliable
Indiana,18,2008,2008,Other opioids,T40.2,42,6424806,0.7
Indiana,18,2008,2008,Methadone,T40.3,28,6424806,0.4
Indiana,18,2008,2008,Other synthetic narcotics,T40.4,19,6424806,Unreliable
Indiana,18,2009,2009,Heroin,T40.1,11,6459325,Unreliable
Indiana,18,2009,2009,Other opioids,T40.2,81,6459325,1.3
Indiana,18,2009,2009,Methadone,T40.3,29,6459325,0.4
Indiana,18,2009,2009,Other synthetic narcotics,T40.4,27,6459325,0.4
Indiana,18,2010,2010,Other opioids,T40.2,75,6483802,1.2
Indiana,18,2010,2010,Methadone,T40.3,27,6483802,0.4
Indiana,18,2010,2010,Other synthetic narcotics,T40.4,16,6483802,Unreliable
Indiana,18,2011,2011,Other opioids,T40.2,82,6516922,1.3
Indiana,18,2011,2011,Methadone,T40.3,21,6516922,0.3
Indiana,18,2011,2011,Other synthetic narcotics,T40.4,12,6516922,Unreliable
Indiana,18,2011,2011,Other and unspecified narcotics,T40.6,15,6516922,Unreliable
Indiana,18,2012,2012,Heroin,T40.1,18,6537334,Unreliable
Indiana,18,2012,2012,Other opioids,T40.2,67,6537334,1
Indiana,18,2012,2012,Methadone,T40.3,14,6537334,Unreliable
Indiana,18,2012,2012,Other and unspecified narcotics,T40.6,17,6537334,Unreliable
Indiana,18,2013,2013,Heroin,T40.1,27,6570902,0.4
Indiana,18,2013,2013,Other opioids,T40.2,37,6570902,0.6
Indiana,18,2013,2013,Methadone,T40.3,10,6570902,Unreliable
Indiana,18,2013,2013,Other synthetic narcotics,T40.4,12,6570902,Unreliable
Indiana,18,2013,2013,Other and unspecified narcotics,T40.6,10,6570902,Unreliable
Indiana,18,2014,2014,Heroin,T40.1,30,6596855,0.5
Indiana,18,2014,2014,Other opioids,T40.2,68,6596855,1
Indiana,18,2014,2014,Methadone,T40.3,10,6596855,Unreliable
Indiana,18,2014,2014,Other synthetic narcotics,T40.4,19,6596855,Unreliable
Indiana,18,2014,2014,Other and unspecified narcotics,T40.6,13,6596855,Unreliable
Indiana,18,2015,2015,Heroin,T40.1,66,6619680,1
Indiana,18,2015,2015,Other opioids,T40.2,70,6619680,1.1
Indiana,18,2015,2015,Methadone,T40.3,22,6619680,0.3
Indiana,18,2015,2015,Other synthetic narcotics,T40.4,35,6619680,0.5
Indiana,18,2015,2015,Other and unspecified narcotics,T40.6,28,6619680,0.4
Indiana,18,2016,2016,Heroin,T40.1,86,6633053,1.3
Indiana,18,2016,2016,Other opioids,T40.2,127,6633053,1.9
Indiana,18,2016,2016,Methadone,T40.3,20,6633053,0.3
Indiana,18,2016,2016,Other synthetic narcotics,T40.4,107,6633053,1.6
Indiana,18,2016,2016,Other and unspecified narcotics,T40.6,25,6633053,0.4
Indiana,18,2017,2017,Heroin,T40.1,138,6666818,2.1
Indiana,18,2017,2017,Other opioids,T40.2,238,6666818,3.6
Indiana,18,2017,2017,Methadone,T40.3,33,6666818,0.5
Indiana,18,2017,2017,Other synthetic narcotics,T40.4,298,6666818,4.5
Indiana,18,2017,2017,Other and unspecified narcotics,T40.6,51,6666818,0.8
Indiana,18,2018,2018,Heroin,T40.1,152,6691878,2.3
Indiana,18,2018,2018,Other opioids,T40.2,200,6691878,3
Indiana,18,2018,2018,Methadone,T40.3,36,6691878,0.5
Indiana,18,2018,2018,Other synthetic narcotics,T40.4,370,6691878,5.5
Indiana,18,2018,2018,Other and unspecified narcotics,T40.6,30,6691878,0.4
Iowa,19,2004,2004,Other opioids,T40.2,18,2953635,Unreliable
Iowa,19,2005,2005,Other opioids,T40.2,21,2964454,0.7
Iowa,19,2006,2006,Other opioids,T40.2,29,2982644,1
Iowa,19,2006,2006,Methadone,T40.3,10,2982644,Unreliable
Iowa,19,2006,2006,Other synthetic narcotics,T40.4,10,2982644,Unreliable
Iowa,19,2007,2007,Other opioids,T40.2,31,2999212,1
Iowa,19,2007,2007,Methadone,T40.3,21,2999212,0.7
Iowa,19,2007,2007,Other synthetic narcotics,T40.4,12,2999212,Unreliable
Iowa,19,2008,2008,Other opioids,T40.2,51,3016734,1.7
Iowa,19,2008,2008,Methadone,T40.3,21,3016734,0.7
Iowa,19,2008,2008,Other synthetic narcotics,T40.4,14,3016734,Unreliable
Iowa,19,2009,2009,Other opioids,T40.2,48,3032870,1.6
Iowa,19,2009,2009,Methadone,T40.3,19,3032870,Unreliable
Iowa,19,2009,2009,Other synthetic narcotics,T40.4,23,3032870,0.8
Iowa,19,2010,2010,Other opioids,T40.2,53,3046355,1.7
Iowa,19,2010,2010,Methadone,T40.3,25,3046355,0.8
Iowa,19,2010,2010,Other synthetic narcotics,T40.4,29,3046355,1
Iowa,19,2011,2011,Other opioids,T40.2,51,3062309,1.7
Iowa,19,2011,2011,Methadone,T40.3,20,3062309,0.7
Iowa,19,2011,2011,Other synthetic narcotics,T40.4,13,3062309,Unreliable
Iowa,19,2011,2011,Other and unspecified narcotics,T40.6,12,3062309,Unreliable
Iowa,19,2012,2012,Other opioids,T40.2,63,3074186,2
Iowa,19,2012,2012,Methadone,T40.3,24,3074186,0.8
Iowa,19,2012,2012,Other synthetic narcotics,T40.4,18,3074186,Unreliable
Iowa,19,2013,2013,Heroin,T40.1,17,3090416,Unreliable
Iowa,19,2013,2013,Other opioids,T40.2,71,3090416,2.3
Iowa,19,2013,2013,Methadone,T40.3,13,3090416,Unreliable
Iowa,19,2013,2013,Other synthetic narcotics,T40.4,16,3090416,Unreliable
Iowa,19,2013,2013,Other and unspecified narcotics,T40.6,11,3090416,Unreliable
Iowa,19,2014,2014,Heroin,T40.1,17,3107126,Unreliable
Iowa,19,2014,2014,Other opioids,T40.2,57,3107126,1.8
Iowa,19,2014,2014,Methadone,T40.3,11,3107126,Unreliable
Iowa,19,2014,2014,Other synthetic narcotics,T40.4,20,3107126,0.6
Iowa,19,2014,2014,Other and unspecified narcotics,T40.6,18,3107126,Unreliable
Iowa,19,2015,2015,Heroin,T40.1,19,3123899,Unreliable
Iowa,19,2015,2015,Other opioids,T40.2,54,3123899,1.7
Iowa,19,2015,2015,Methadone,T40.3,10,3123899,Unreliable
Iowa,19,2015,2015,Other synthetic narcotics,T40.4,25,3123899,0.8
Iowa,19,2015,2015,Other and unspecified narcotics,T40.6,12,3123899,Unreliable
Iowa,19,2016,2016,Heroin,T40.1,24,3134693,0.8
Iowa,19,2016,2016,Other opioids,T40.2,55,3134693,1.8
Iowa,19,2016,2016,Other synthetic narcotics,T40.4,31,3134693,1
Iowa,19,2017,2017,Heroin,T40.1,29,3145711,0.9
Iowa,19,2017,2017,Other opioids,T40.2,68,3145711,2.2
Iowa,19,2017,2017,Other synthetic narcotics,T40.4,52,3145711,1.7
Iowa,19,2018,2018,Heroin,T40.1,18,3156145,Unreliable
Iowa,19,2018,2018,Other opioids,T40.2,37,3156145,1.2
Iowa,19,2018,2018,Other synthetic narcotics,T40.4,43,3156145,1.4
Kansas,20,2001,2001,Other opioids,T40.2,11,2702162,Unreliable
Kansas,20,2002,2002,Other opioids,T40.2,18,2713535,Unreliable
Kansas,20,2002,2002,Methadone,T40.3,10,2713535,Unreliable
Kansas,20,2003,2003,Other opioids,T40.2,15,2723004,Unreliable
Kansas,20,2004,2004,Other opioids,T40.2,26,2734373,1
Kansas,20,2004,2004,Methadone,T40.3,14,2734373,Unreliable
Kansas,20,2005,2005,Other opioids,T40.2,31,2745299,1.1
Kansas,20,2005,2005,Methadone,T40.3,14,2745299,Unreliable
Kansas,20,2006,2006,Other opioids,T40.2,31,2762931,1.1
Kansas,20,2006,2006,Methadone,T40.3,19,2762931,Unreliable
Kansas,20,2007,2007,Other opioids,T40.2,23,2783785,0.8
Kansas,20,2007,2007,Methadone,T40.3,15,2783785,Unreliable
Kansas,20,2008,2008,Other opioids,T40.2,14,2808076,Unreliable
Kansas,20,2009,2009,Other opioids,T40.2,29,2832704,1
Kansas,20,2009,2009,Methadone,T40.3,13,2832704,Unreliable
Kansas,20,2010,2010,Other opioids,T40.2,20,2853118,0.7
Kansas,20,2011,2011,Other opioids,T40.2,34,2871238,1.2
Kansas,20,2011,2011,Methadone,T40.3,11,2871238,Unreliable
Kansas,20,2012,2012,Other opioids,T40.2,40,2885905,1.4
Kansas,20,2012,2012,Other synthetic narcotics,T40.4,13,2885905,Unreliable
Kansas,20,2013,2013,Other opioids,T40.2,29,2893957,1
Kansas,20,2013,2013,Other synthetic narcotics,T40.4,16,2893957,Unreliable
Kansas,20,2014,2014,Other opioids,T40.2,40,2904021,1.4
Kansas,20,2014,2014,Methadone,T40.3,10,2904021,Unreliable
Kansas,20,2014,2014,Other synthetic narcotics,T40.4,13,2904021,Unreliable
Kansas,20,2015,2015,Other opioids,T40.2,34,2911641,1.2
Kansas,20,2015,2015,Methadone,T40.3,11,2911641,Unreliable
Kansas,20,2015,2015,Other synthetic narcotics,T40.4,13,2911641,Unreliable
Kansas,20,2016,2016,Heroin,T40.1,14,2907289,Unreliable
Kansas,20,2016,2016,Other opioids,T40.2,49,2907289,1.7
Kansas,20,2016,2016,Other synthetic narcotics,T40.4,12,2907289,Unreliable
Kansas,20,2017,2017,Heroin,T40.1,14,2913123,Unreliable
Kansas,20,2017,2017,Other opioids,T40.2,38,2913123,1.3
Kansas,20,2017,2017,Other synthetic narcotics,T40.4,15,2913123,Unreliable
Kansas,20,2018,2018,Heroin,T40.1,12,2911505,Unreliable
Kansas,20,2018,2018,Other opioids,T40.2,38,2911505,1.3
Kansas,20,2018,2018,Other synthetic narcotics,T40.4,20,2911505,0.7
Kentucky,21,1999,1999,Other opioids,T40.2,14,4018053,Unreliable
Kentucky,21,2000,2000,Other opioids,T40.2,22,4041769,0.5
Kentucky,21,2000,2000,Methadone,T40.3,11,4041769,Unreliable
Kentucky,21,2001,2001,Other opioids,T40.2,42,4068132,1
Kentucky,21,2001,2001,Methadone,T40.3,30,4068132,0.7
Kentucky,21,2001,2001,Other synthetic narcotics,T40.4,11,4068132,Unreliable
Kentucky,21,2002,2002,Other opioids,T40.2,44,4089875,1.1
Kentucky,21,2002,2002,Methadone,T40.3,37,4089875,0.9
Kentucky,21,2002,2002,Other synthetic narcotics,T40.4,18,4089875,Unreliable
Kentucky,21,2003,2003,Other opioids,T40.2,34,4117170,0.8
Kentucky,21,2003,2003,Methadone,T40.3,48,4117170,1.2
Kentucky,21,2003,2003,Other synthetic narcotics,T40.4,19,4117170,Unreliable
Kentucky,21,2003,2003,Other and unspecified narcotics,T40.6,11,4117170,Unreliable
Kentucky,21,2004,2004,Other opioids,T40.2,46,4146101,1.1
Kentucky,21,2004,2004,Methadone,T40.3,58,4146101,1.4
Kentucky,21,2004,2004,Other synthetic narcotics,T40.4,15,4146101,Unreliable
Kentucky,21,2004,2004,Other and unspecified narcotics,T40.6,14,4146101,Unreliable
Kentucky,21,2005,2005,Other opioids,T40.2,63,4182742,1.5
Kentucky,21,2005,2005,Methadone,T40.3,66,4182742,1.6
Kentucky,21,2005,2005,Other synthetic narcotics,T40.4,21,4182742,0.5
Kentucky,21,2005,2005,Other and unspecified narcotics,T40.6,10,4182742,Unreliable
Kentucky,21,2006,2006,Other opioids,T40.2,98,4219239,2.3
Kentucky,21,2006,2006,Methadone,T40.3,72,4219239,1.7
Kentucky,21,2006,2006,Other synthetic narcotics,T40.4,30,4219239,0.7
Kentucky,21,2006,2006,Other and unspecified narcotics,T40.6,10,4219239,Unreliable
Kentucky,21,2007,2007,Other opioids,T40.2,108,4256672,2.5
Kentucky,21,2007,2007,Methadone,T40.3,64,4256672,1.5
Kentucky,21,2007,2007,Other synthetic narcotics,T40.4,21,4256672,0.5
Kentucky,21,2007,2007,Other and unspecified narcotics,T40.6,16,4256672,Unreliable
Kentucky,21,2008,2008,Other opioids,T40.2,132,4289878,3.1
Kentucky,21,2008,2008,Methadone,T40.3,67,4289878,1.6
Kentucky,21,2008,2008,Other synthetic narcotics,T40.4,22,4289878,0.5
Kentucky,21,2008,2008,Other and unspecified narcotics,T40.6,13,4289878,Unreliable
Kentucky,21,2009,2009,Other opioids,T40.2,196,4317074,4.5
Kentucky,21,2009,2009,Methadone,T40.3,66,4317074,1.5
Kentucky,21,2009,2009,Other synthetic narcotics,T40.4,39,4317074,0.9
Kentucky,21,2009,2009,Other and unspecified narcotics,T40.6,24,4317074,0.6
Kentucky,21,2010,2010,Other opioids,T40.2,312,4339367,7.2
Kentucky,21,2010,2010,Methadone,T40.3,88,4339367,2
Kentucky,21,2010,2010,Other synthetic narcotics,T40.4,27,4339367,0.6
Kentucky,21,2010,2010,Other and unspecified narcotics,T40.6,26,4339367,0.6
Kentucky,21,2011,2011,Heroin,T40.1,13,4369356,Unreliable
Kentucky,21,2011,2011,Other opioids,T40.2,353,4369356,8.1
Kentucky,21,2011,2011,Methadone,T40.3,88,4369356,2
Kentucky,21,2011,2011,Other synthetic narcotics,T40.4,49,4369356,1.1
Kentucky,21,2011,2011,Other and unspecified narcotics,T40.6,54,4369356,1.2
Kentucky,21,2012,2012,Heroin,T40.1,43,4380415,1
Kentucky,21,2012,2012,Other opioids,T40.2,261,4380415,6
Kentucky,21,2012,2012,Methadone,T40.3,49,4380415,1.1
Kentucky,21,2012,2012,Other synthetic narcotics,T40.4,51,4380415,1.2
Kentucky,21,2012,2012,Other and unspecified narcotics,T40.6,55,4380415,1.3
Kentucky,21,2013,2013,Heroin,T40.1,75,4395295,1.7
Kentucky,21,2013,2013,Other opioids,T40.2,219,4395295,5
Kentucky,21,2013,2013,Methadone,T40.3,52,4395295,1.2
Kentucky,21,2013,2013,Other synthetic narcotics,T40.4,47,4395295,1.1
Kentucky,21,2013,2013,Other and unspecified narcotics,T40.6,55,4395295,1.3
Kentucky,21,2014,2014,Heroin,T40.1,81,4413457,1.8
Kentucky,21,2014,2014,Other opioids,T40.2,222,4413457,5
Kentucky,21,2014,2014,Methadone,T40.3,45,4413457,1
Kentucky,21,2014,2014,Other synthetic narcotics,T40.4,81,4413457,1.8
Kentucky,21,2014,2014,Other and unspecified narcotics,T40.6,45,4413457,1
Kentucky,21,2015,2015,Heroin,T40.1,116,4425092,2.6
Kentucky,21,2015,2015,Other opioids,T40.2,253,4425092,5.7
Kentucky,21,2015,2015,Methadone,T40.3,41,4425092,0.9
Kentucky,21,2015,2015,Other synthetic narcotics,T40.4,161,4425092,3.6
Kentucky,21,2015,2015,Other and unspecified narcotics,T40.6,25,4425092,0.6
Kentucky,21,2016,2016,Heroin,T40.1,161,4436974,3.6
Kentucky,21,2016,2016,Other opioids,T40.2,275,4436974,6.2
Kentucky,21,2016,2016,Methadone,T40.3,39,4436974,0.9
Kentucky,21,2016,2016,Other synthetic narcotics,T40.4,263,4436974,5.9
Kentucky,21,2016,2016,Other and unspecified narcotics,T40.6,31,4436974,0.7
Kentucky,21,2017,2017,Heroin,T40.1,135,4454189,3
Kentucky,21,2017,2017,Other opioids,T40.2,279,4454189,6.3
Kentucky,21,2017,2017,Methadone,T40.3,39,4454189,0.9
Kentucky,21,2017,2017,Other synthetic narcotics,T40.4,428,4454189,9.6
Kentucky,21,2017,2017,Other and unspecified narcotics,T40.6,32,4454189,0.7
Kentucky,21,2018,2018,Heroin,T40.1,66,4468402,1.5
Kentucky,21,2018,2018,Other opioids,T40.2,206,4468402,4.6
Kentucky,21,2018,2018,Methadone,T40.3,24,4468402,0.5
Kentucky,21,2018,2018,Other synthetic narcotics,T40.4,380,4468402,8.5
Kentucky,21,2018,2018,Other and unspecified narcotics,T40.6,23,4468402,0.5
Louisiana,22,2001,2001,Other opioids,T40.2,15,4477875,Unreliable
Louisiana,22,2002,2002,Other opioids,T40.2,13,4497267,Unreliable
Louisiana,22,2002,2002,Methadone,T40.3,12,4497267,Unreliable
Louisiana,22,2003,2003,Other opioids,T40.2,16,4521042,Unreliable
Louisiana,22,2003,2003,Methadone,T40.3,17,4521042,Unreliable
Louisiana,22,2004,2004,Other opioids,T40.2,32,4552238,0.7
Louisiana,22,2004,2004,Methadone,T40.3,24,4552238,0.5
Louisiana,22,2005,2005,Other opioids,T40.2,29,4576628,0.6
Louisiana,22,2005,2005,Methadone,T40.3,46,4576628,1
Louisiana,22,2006,2006,Other opioids,T40.2,31,4302665,0.7
Louisiana,22,2006,2006,Methadone,T40.3,56,4302665,1.3
Louisiana,22,2007,2007,Other opioids,T40.2,41,4375581,0.9
Louisiana,22,2007,2007,Methadone,T40.3,47,4375581,1.1
Louisiana,22,2008,2008,Other opioids,T40.2,28,4435586,0.6
Louisiana,22,2008,2008,Methadone,T40.3,23,4435586,0.5
Louisiana,22,2009,2009,Other opioids,T40.2,26,4491648,0.6
Louisiana,22,2010,2010,Other opioids,T40.2,38,4533372,0.8
Louisiana,22,2011,2011,Other opioids,T40.2,39,4574836,0.9
Louisiana,22,2011,2011,Other synthetic narcotics,T40.4,11,4574836,Unreliable
Louisiana,22,2012,2012,Heroin,T40.1,15,4601893,Unreliable
Louisiana,22,2012,2012,Other opioids,T40.2,32,4601893,0.7
Louisiana,22,2012,2012,Methadone,T40.3,14,4601893,Unreliable
Louisiana,22,2013,2013,Heroin,T40.1,30,4625470,0.6
Louisiana,22,2013,2013,Other opioids,T40.2,54,4625470,1.2
Louisiana,22,2013,2013,Methadone,T40.3,10,4625470,Unreliable
Louisiana,22,2013,2013,Other synthetic narcotics,T40.4,10,4625470,Unreliable
Louisiana,22,2014,2014,Heroin,T40.1,35,4649676,0.8
Louisiana,22,2014,2014,Other opioids,T40.2,59,4649676,1.3
Louisiana,22,2014,2014,Methadone,T40.3,14,4649676,Unreliable
Louisiana,22,2014,2014,Other synthetic narcotics,T40.4,16,4649676,Unreliable
Louisiana,22,2015,2015,Heroin,T40.1,35,4670724,0.7
Louisiana,22,2015,2015,Other opioids,T40.2,66,4670724,1.4
Louisiana,22,2015,2015,Other synthetic narcotics,T40.4,13,4670724,Unreliable
Louisiana,22,2016,2016,Heroin,T40.1,44,4681666,0.9
Louisiana,22,2016,2016,Other opioids,T40.2,57,4681666,1.2
Louisiana,22,2016,2016,Other synthetic narcotics,T40.4,35,4681666,0.7
Louisiana,22,2017,2017,Heroin,T40.1,53,4684333,1.1
Louisiana,22,2017,2017,Other opioids,T40.2,86,4684333,1.8
Louisiana,22,2017,2017,Other synthetic narcotics,T40.4,55,4684333,1.2
Louisiana,22,2017,2017,Other and unspecified narcotics,T40.6,10,4684333,Unreliable
Louisiana,22,2018,2018,Heroin,T40.1,70,4659978,1.5
Louisiana,22,2018,2018,Other opioids,T40.2,83,4659978,1.8
Louisiana,22,2018,2018,Methadone,T40.3,10,4659978,Unreliable
Louisiana,22,2018,2018,Other synthetic narcotics,T40.4,83,4659978,1.8
Maine,23,2004,2004,Methadone,T40.3,17,1313688,Unreliable
Maine,23,2005,2005,Methadone,T40.3,11,1318787,Unreliable
Maine,23,2007,2007,Other opioids,T40.2,24,1327040,1.8
Maine,23,2007,2007,Methadone,T40.3,13,1327040,Unreliable
Maine,23,2008,2008,Other opioids,T40.2,21,1330509,1.6
Maine,23,2008,2008,Methadone,T40.3,22,1330509,1.7
Maine,23,2008,2008,Other synthetic narcotics,T40.4,11,1330509,Unreliable
Maine,23,2009,2009,Other opioids,T40.2,45,1329590,3.4
Maine,23,2009,2009,Methadone,T40.3,29,1329590,2.2
Maine,23,2009,2009,Other synthetic narcotics,T40.4,12,1329590,Unreliable
Maine,23,2010,2010,Other opioids,T40.2,27,1328361,2
Maine,23,2010,2010,Methadone,T40.3,17,1328361,Unreliable
Maine,23,2010,2010,Other synthetic narcotics,T40.4,10,1328361,Unreliable
Maine,23,2011,2011,Other opioids,T40.2,13,1328188,Unreliable
Maine,23,2011,2011,Methadone,T40.3,16,1328188,Unreliable
Maine,23,2012,2012,Other opioids,T40.2,27,1329192,2
Maine,23,2012,2012,Methadone,T40.3,13,1329192,Unreliable
Maine,23,2012,2012,Other synthetic narcotics,T40.4,10,1329192,Unreliable
Maine,23,2013,2013,Other opioids,T40.2,36,1328302,2.7
Maine,23,2013,2013,Methadone,T40.3,27,1328302,2
Maine,23,2013,2013,Other synthetic narcotics,T40.4,14,1328302,Unreliable
Maine,23,2014,2014,Heroin,T40.1,16,1330089,Unreliable
Maine,23,2014,2014,Other opioids,T40.2,54,1330089,4.1
Maine,23,2014,2014,Methadone,T40.3,19,1330089,Unreliable
Maine,23,2014,2014,Other synthetic narcotics,T40.4,29,1330089,2.2
Maine,23,2015,2015,Heroin,T40.1,25,1329328,1.9
Maine,23,2015,2015,Other opioids,T40.2,56,1329328,4.2
Maine,23,2015,2015,Methadone,T40.3,24,1329328,1.8
Maine,23,2015,2015,Other synthetic narcotics,T40.4,47,1329328,3.5
Maine,23,2016,2016,Heroin,T40.1,24,1331479,1.8
Maine,23,2016,2016,Other opioids,T40.2,82,1331479,6.2
Maine,23,2016,2016,Methadone,T40.3,25,1331479,1.9
Maine,23,2016,2016,Other synthetic narcotics,T40.4,94,1331479,7.1
Maine,23,2017,2017,Heroin,T40.1,27,1335907,2
Maine,23,2017,2017,Other opioids,T40.2,49,1335907,3.7
Maine,23,2017,2017,Methadone,T40.3,20,1335907,1.5
Maine,23,2017,2017,Other synthetic narcotics,T40.4,112,1335907,8.4
Maine,23,2018,2018,Heroin,T40.1,29,1338404,2.2
Maine,23,2018,2018,Other opioids,T40.2,36,1338404,2.7
Maine,23,2018,2018,Other synthetic narcotics,T40.4,84,1338404,6.3
Maryland,24,2004,2004,Other opioids,T40.2,16,5546935,Unreliable
Maryland,24,2004,2004,Methadone,T40.3,15,5546935,Unreliable
Maryland,24,2005,2005,Other opioids,T40.2,21,5592379,0.4
Maryland,24,2005,2005,Methadone,T40.3,17,5592379,Unreliable
Maryland,24,2006,2006,Other opioids,T40.2,16,5627367,Unreliable
Maryland,24,2007,2007,Other opioids,T40.2,29,5653408,0.5
Maryland,24,2007,2007,Methadone,T40.3,17,5653408,Unreliable
Maryland,24,2008,2008,Other opioids,T40.2,47,5684965,0.8
Maryland,24,2008,2008,Methadone,T40.3,17,5684965,Unreliable
Maryland,24,2009,2009,Other opioids,T40.2,39,5730388,0.7
Maryland,24,2009,2009,Methadone,T40.3,23,5730388,0.4
Maryland,24,2009,2009,Other synthetic narcotics,T40.4,11,5730388,Unreliable
Maryland,24,2010,2010,Other opioids,T40.2,37,5773552,0.6
Maryland,24,2010,2010,Methadone,T40.3,27,5773552,0.5
Maryland,24,2010,2010,Other synthetic narcotics,T40.4,11,5773552,Unreliable
Maryland,24,2011,2011,Heroin,T40.1,11,5828289,Unreliable
Maryland,24,2011,2011,Other opioids,T40.2,71,5828289,1.2
Maryland,24,2011,2011,Methadone,T40.3,44,5828289,0.8
Maryland,24,2011,2011,Other synthetic narcotics,T40.4,25,5828289,0.4
Maryland,24,2012,2012,Heroin,T40.1,17,5884563,Unreliable
Maryland,24,2012,2012,Other opioids,T40.2,72,5884563,1.2
Maryland,24,2012,2012,Methadone,T40.3,45,5884563,0.8
Maryland,24,2012,2012,Other synthetic narcotics,T40.4,22,5884563,0.4
Maryland,24,2012,2012,Other and unspecified narcotics,T40.6,12,5884563,Unreliable
Maryland,24,2013,2013,Heroin,T40.1,19,5928814,Unreliable
Maryland,24,2013,2013,Other opioids,T40.2,80,5928814,1.3
Maryland,24,2013,2013,Methadone,T40.3,45,5928814,0.8
Maryland,24,2013,2013,Other synthetic narcotics,T40.4,32,5928814,0.5
Maryland,24,2014,2014,Heroin,T40.1,42,5976407,0.7
Maryland,24,2014,2014,Other opioids,T40.2,108,5976407,1.8
Maryland,24,2014,2014,Methadone,T40.3,52,5976407,0.9
Maryland,24,2014,2014,Other synthetic narcotics,T40.4,53,5976407,0.9
Maryland,24,2015,2015,Heroin,T40.1,52,6006401,0.9
Maryland,24,2015,2015,Other opioids,T40.2,111,6006401,1.8
Maryland,24,2015,2015,Methadone,T40.3,60,6006401,1
Maryland,24,2015,2015,Other synthetic narcotics,T40.4,78,6006401,1.3
Maryland,24,2016,2016,Heroin,T40.1,98,6016447,1.6
Maryland,24,2016,2016,Other opioids,T40.2,166,6016447,2.8
